T01n0001    長阿含經【後秦 佛陀耶舍共竺佛念譯】
X60n1133    1  沙彌學戒儀軌頌註【清 弘贊述並註】
X60n1134    2  二部僧授戒儀式【清 書玉述】
X60n1135    2  羯磨儀式【清 書玉述】
X60n1136    1  經律戒相布薩軌儀【明 如馨纂要】
X60n1137    1  梵網經懺悔行法【明 智旭述】
X60n1138    1  戒殺四十八問【清 周思仁述】
X60n1139    1  體仁要術【清 彭紹升著】
X61n1145    2  西方要決科註【】
X61n1149    1  注十疑論【宋 澄彧註】
X61n1154    2  淨土指歸集【明 大佑集】
X61n1155    1  淨土簡要錄【明 道衍編】
X61n1156    2  歸元直指集【明 宗本集】
X61n1157    1  淨土決【明 李贄集】
X61n1158    1  答四十八問【明 袾宏著】
X61n1160    1  西方願文【明 袾宏著並釋】
X61n1161    1  西方發願文註【清 實賢註】
X61n1162    6  淨土資糧全集【明 袾宏校正　莊廣還輯】
X61n1163    3  西方直指【明 一念編】
X61n1164   10  淨土十要【明 成時(評點節要)】
X61n1165   10  西方合論標註【明 明教標註】
X61n1166    2  淨慈要語【明 元賢述】
X61n1167    1  淨土生無生論註【明 正寂註】
X61n1168    2  淨土生無生論親聞記【明 受教記】
X61n1169    1  淨土生無生論會集【清 達默集】
X62n1170    1  雲棲淨土彙語【清 虞執西．嚴培西同錄】
X62n1171    1  淨土旨訣【清 道霑撰】
X62n1172   10  淨土晨鐘【清 周克復纂】
X62n1173    4  西歸直指【清 周夢顏彙集】
X62n1174    1  淨土警語【清 行策著】
X62n1175    1  起一心精進念佛七期規式【清 行策定】
X62n1176    2  淨土全書【清 俞行敏重輯】
X62n1177    2  角虎集【清 濟能纂輯】
X62n1178    1  東海若解【清 實賢解】
X62n1179    2  省菴法師語錄【清 彭際清重訂】
X62n1180    2  重訂西方公據【清 彭際清集】
X62n1181    2  念佛警策【清 彭際清纂】
X62n1182    2  徹悟禪師語錄【清 了亮等集】
X62n1183    1  淨業知津【清 悟開述】
X62n1184    1  念佛百問【清 悟開著】
X62n1185    4  徑中徑又徑【清 張師誠著】
X62n1186    1  勸修淨土切要【清 真益願纂述】
X62n1187    2  淨土隨學【清 古崑編】
X62n1188    1  淨土必求【清 古崑集】
X62n1189    1  淨土承恩集【清 芳慧編】
X62n1190    1  念佛三昧【瑞聖歎註】
X62n1191    1  西方確指【清 覺明菩薩說　常攝集】
X62n1192    1  清珠集【清 治兆輯】
X62n1193    1  蓮邦消息【清 妙空子述】
X62n1194    1  淨土極信錄【清 戒香述】
X62n1195    1  念佛起緣彌陀觀偈直解【清 張淵述】
X62n1196    3  淨土證心集【清 卍蓮述】
X62n1197    1  蓮宗必讀【清 古崑集】
X62n1198    1  淨土神珠【清 古崑集】
X62n1199    1  淨業痛策【清 照瑩集】
X62n1200    1  時時好念佛【清 果能述】
X62n1201    1  啟信雜說【清 周思仁輯】
X62n1202    1  淨土紺珠【清 德真輯】
X62n1203    1  修西輯要【清 信菴輯】
X62n1204    6  蓮修起信錄【清 程兆鸞錄存】
X62n1205    2  報恩論【清 沈善登述】
X62n1206    1  持名四十八法【清 鄭韋庵述】
X62n1207    1  蓮邦詩選【明 廣貴輯】
X62n1208    1  唯心集【清 乘戒著】
X62n1209    1  影響集【清 尼量海著】
X62n1210    1  二林唱和詩【清 彭紹升集】
X62n1211    1  觀河集節鈔【清 彭紹升著　弟子節鈔】
X62n1212    1  測海集節鈔【清 彭紹升著　弟子節鈔】
X62n1213    1  瓊樓吟稿節鈔【清 陶善著　弟子節鈔】
X62n1214    1  蓮修必讀【清 觀如輯】
X62n1215    1  普能嵩禪師淨土詩【清 德潤錄】
X62n1216    1  淨土救生船詩【清 寬量集】
X63n1217    1  菩提達磨大師略辨大乘入道四行觀【梁 菩提達磨說】
X63n1218    1  達磨大師血脉論【梁 菩提達磨述】
X63n1219    1  達磨大師悟性論【梁 菩提達磨述】
X63n1220    1  達磨大師破相論【梁 菩提達磨述】
X63n1222    1  修禪要訣【北天竺 覺愛略說　唐 明恂隨錄　慧智傳譯】
X63n1223    1  頓悟入道要門論【唐 慧海撰】
X63n1224    1  諸方門人參問語錄【唐 慧海撰】
X63n1225    1  中華傳心地禪門師資承襲圖【唐 裴休問　宗密答】
X63n1226    1  宗門十規論【唐 文益撰】
X63n1229    1  定慧相資歌【宋 延壽撰】
X63n1230    1  警世【宋 延壽撰】
X63n1231    4  心賦注【宋 延壽述】
X63n1232    1  智覺禪師自行錄【宋 文冲(重校編集)】
X63n1233    1  祇園正儀【宋 道楷撰】
X63n1234    1  臨濟宗旨【宋 慧洪撰】
X63n1235    1  智證傳【宋 慧洪撰　覺慈編】
X63n1236    3  (重編)曹洞五位顯訣【宋 慧霞編　廣輝釋】
X63n1237    1  寶鏡三昧本義【清 行策述】
X63n1238    1  寶鏡三昧原宗辨謬說【清 淨訥述】
X63n1239    1  溈山警策註【宋 守遂註】
X63n1240    2  溈山警策句釋記【明 弘贊註　開詗記】
X63n1241    1  證道歌註【宋 彥琪註】
X63n1242    2  永嘉禪宗集註【明 傳燈重編並註】
X63n1244    9  百丈清規證義記【清 儀潤證義】
X63n1245   10  (重雕補註)禪苑清規【宋 宗賾集】
X63n1246    1  入眾日用【宋 宗壽集】
X63n1247    1  入眾須知【】
X63n1248    1  幻住庵清規【元 明本著】
X63n1249    2  叢林校定清規總要【宋 惟勉編次】
X63n1250   10  禪林備用清規【元 弋咸編】
X63n1251    1  叢林兩序須知【明 通容述】
X63n1252    4  禪林疏語考證【明 元賢集】
X63n1253    1  初學記【元 清覺述　道安注】
X63n1254    1  正行集【元 清覺述】
X63n1255    1  禪家龜鑑【朝鮮 退隱述】
X63n1256    1  宗門玄鑑圖【明 虗一撰】
X63n1257    2  博山禪警語【明 元來說　成正集】
X63n1258    1  禪宗直指【明 石成金著】
X63n1259    1  禪門鍛鍊說【明 戒顯著】
X64n1260   42  列祖提綱錄【清 行悅集】
X64n1261    8  祖庭事苑【宋 善卿編正】
X64n1262    1  禪林寶訓音義【明 大建較】
X64n1263    4  禪林寶訓合註【清 張文嘉較定　張文憲參閱】
X64n1264    1  禪林寶訓拈頌【清 行盛著　超記錄】
X64n1265    4  禪林寶訓順硃【清 德玉順硃】
X64n1266    3  禪林寶訓筆說【清 智祥述】
X64n1268    1  叢林公論【宋 惠彬述】
X64n1269    1  十牛圖頌【宋 師遠述】
X64n1270    1  十牛圖頌【明 胡文煥著】
X64n1271    1  十牛圖和頌【】
X64n1276    3  禪門寶藏錄【高麗 天頙撰】
X65n1277   15  高峰龍泉院因師集賢語錄【元 如瑛編】
X65n1278    8  禪宗雜毒海【清 性音重編】
X65n1279    1  五宗原【明 法藏著】
X65n1280   10  闢妄救略說【明 圓悟著　真啟編】
X65n1281    8  御製揀魔辨異錄【清 世宗皇帝製】
X65n1282    3  五家宗旨纂要【清 性統編】
X65n1283    2  宗範【清 錢伊庵編緝】
X65n1285    1  慨古錄【明 圓澄著】
X65n1286    2  祖庭鉗鎚錄【明 通容輯著】
X65n1287    1  千松筆記【明 大韶著】
X65n1288    3  萬法歸心錄【清 超溟著】
X65n1289    1  禪宗指掌【清 行海述】
X65n1290    1  觀心玄樞【宋 延壽撰】
X65n1291    1  證道歌頌【宋 法泉繼頌】
X65n1292    1  證道歌註【宋 知訥述】
X65n1293    1  證道歌註【元 永盛述　德弘編】
X65n1294    1  溈山警策註【明 大香註】
X65n1295   40  禪宗頌古聯珠通集【宋 法應集　元 普會續集】
X66n1296   45  宗門拈古彙集【清 淨符彙集】
X66n1297   72  宗鑑法林【清 集雲堂編】
X66n1298    2  禪門諸祖師偈頌【宋 子昇錄　如祐錄】
X67n1299   20  禪林類聚【元 道泰集】
X67n1301    2  佛果擊節錄【宋 重顯拈古　克勤擊節】
X67n1302    2  焭絕老人天奇直註雪竇顯和尚頌古【明 本瑞直註　道霖．性福編集】
X67n1303    6  林泉老人評唱投子青和尚頌古空谷集【宋 義青頌古　元 從倫評唱】
X67n1304    6  林泉老人評唱丹霞淳禪師頌古虗堂集【宋 子淳頌古　元 行倫評唱】
X67n1306    2  焭絕老人天奇直註天童覺和尚頌古【明 本瑞直註　性福編集】
X67n1307    2  萬松老人評唱天童覺和尚拈古請益錄【宋 正覺拈古　元 行秀評唱】
X67n1308    5  徑石滴乳集【清 真在編　機雲重續】
X67n1309    3  正法眼藏【宋 宗杲集並著語】
X67n1310    3  拈八方珠玉集【宋 祖慶重編】
X67n1312    1  通玄百問【元 圓通設問　行秀仰答】
X67n1313    1  青州百問【元 一辯問　覺答】
X68n1314    1  古尊宿語錄目錄【日本 道忠編】
X68n1315   48  古尊宿語錄【宋 賾藏主集】
X68n1316    1  古尊宿語要目錄【日本 道忠編】
X68n1317    1  續古尊宿語要目錄【日本 道忠編】
X68n1318    6  續古尊宿語要【宋 師明集】
X68n1319   19  御選語錄【清 世宗皇帝御選】
X69n1320    1  四家語錄（序．引．跋）【】
X69n1321    1  馬祖道一禪師廣錄（四家語錄卷一）【】
X69n1322    1  百丈懷海禪師語錄（四家語錄卷二）【】
X69n1323    1  百丈懷海禪師廣錄（四家語錄卷三）【】
X69n1326    1  五家語錄（序）【明 圓信．郭凝之 編集】
X69n1333    2  雪峰義存禪師語錄（真覺禪師語錄）【明 林弘衍編次】
X69n1335    4  善慧大士語錄【唐 樓頴錄】
X69n1336    3  龐居士語錄【唐 于頔編集】
X69n1338    1  石霜楚圓禪師語錄【(小師)慧南重編】
X69n1339    1  瑯琊慧覺禪師語錄（序）【(參學)用孫序】
X69n1340    1  黃龍四家錄（序）【宋 秀人錢密序】
X69n1342    1  雲菴克文禪師語錄（敘．疏．附錄）【】
X69n1343    1  寶覺祖心禪師語錄（黃龍四家錄第二）【(侍者)子和錄　(門人)仲介重編】
X69n1344    1  死心悟新禪師語錄（黃龍四家錄第三）【】
X69n1345    1  超宗慧方禪師語錄（黃龍四家錄第四）【】
X69n1346    1  雪峰慧空禪師語錄【(嗣法)慧弼編】
X69n1347    1  長靈守卓禪師語錄【(嗣法)介諶編】
X69n1348    1  雪菴從瑾禪師頌古【】
X69n1350    1  保寧仁勇禪師語錄【(參學門人)道勝．圓淨 錄】
X69n1351    2  白雲守端禪師語錄【】
X69n1352    4  白雲守端禪師廣錄【(參學小師)處凝．智本．智華．法演 編集、海譚錄】
X69n1353    2  開福道寧禪師語錄【(嗣法小師)善果集】
X69n1354    1  月林師觀禪師語錄【(侍者)法寶．法璹．慶會．法清．有宗．惟珪．道果．慧開．德秀 編】
X69n1355    2  無門慧開禪師語錄【(侍者)普敬．普通．了心．普禮．法孜．普巖．普覺．光祖．一見 錄】
X69n1356    3  普菴印肅禪師語錄【】
X69n1357    4  佛果克勤禪師心要【(嗣法)子文編】
X69n1358    1  虎丘紹隆禪師語錄【(參學)嗣端 等編】
X69n1359   10  應菴曇華禪師語錄【(嗣法)守詮 等編】
X69n1360    4  瞎堂慧遠禪師廣錄【(參學)齊己．如本．祖淳．法慧 編】
X69n1361    1  濟顛道濟禪師語錄【宋 沈孟柈敘述】
X69n1362    2  普覺宗杲禪師語錄【(參學)法宏．道謙 編】
X69n1363    1  西山亮禪師語錄【(侍者)覺心．志清 編】
X69n1364    1  率菴梵琮禪師語錄【(小師)了見、(侍者)文郁．本空 編】
X69n1365    1  北磵居簡禪師語錄【(參學)大觀編】
X69n1366    1  物初大觀禪師語錄【(門人)德溥 等編校】
X69n1367    4  笑隱大訢禪師語錄【(門人)延俊．慧曇．中孚．崇裕 等編】
X69n1368    2  偃溪廣聞禪師語錄【(侍者門人)元清．淨志．普暉．元偉．光從．道鑑．道隆．惟實．妙高 編】
X69n1369    1  大川普濟禪師語錄【(門人)元愷編】
X69n1370    1  淮海原肇禪師語錄【(侍者門人)實
X69n1371    1  介石智朋禪師語錄【(參學侍者)正賢．宗坦．延輝．淨球．智瑾．志諶．祖誾 編】
X69n1372    1  無文道燦禪師語錄【(小師)惟康編】
X70n1374    1  龍源介清禪師語錄【(侍者)士洵．德高．懷珠 編】
X70n1375    1  曹源道生禪師語錄【(侍者)道冲編】
X70n1376    2  痴絕道冲禪師語錄【(嗣法門人)智沂．悟開．行彌．紹甄．智圓．元省．元樞 編】
X70n1377    2  松源崇嶽禪師語錄【(參學)善開．光睦．普巖．師肇．道巖．了能 等錄】
X70n1378    1  無明慧性禪師語錄【(侍者)妙儼．圓澄．妙全．道隆．圓照．法洪．唯道 編】
X70n1379    1  運菴普巖禪師語錄【(侍者)元靖．智能．惟衍 編】
X70n1381    1  破菴祖先禪師語錄【(參學)圓照等編】
X70n1382    5  無準師範禪師語錄【(侍者)宗會．智折．覺圓．如海．妙倫．惟一．了禪．了心．普明．了南．紹曇．了覺．師坦．妙因．至慧 編】
X70n1383    1  無準和尚奏對語錄【(侍者)了南．了垠 編】
X70n1384    1  絕岸可湘禪師語錄【(嗣法門人)妙恩．正從．自永．守靜．慈證．宗永 等編】
X70n1385    2  樵隱悟逸禪師語錄【(侍者)正定編】
X70n1386    4  石田法薰禪師語錄【(門人)了覺．師坦 等編】
X70n1387    1  劍關子益禪師語錄【(侍者)善珙．德修．慧澄．銳彰．心寧．慧恭 編】
X70n1388    2  環溪惟一禪師語錄【(參學)覺此編】
X70n1389    1  希叟紹曇禪師語錄【(侍者)自悟．了舜．妙恩．普和．惠洇．希革．彌紹．道信．宗壽．道亨 編】
X70n1390    7  希叟紹曇禪師廣錄【(侍者)法澄．了舜．普和．希革．惠洇．彌紹．道亨．宗壽 編】
X70n1391    2  西巖了慧禪師語錄【(門人侍者)修義．景元．宗清．繼燖．宗應 編】
X70n1392    2  月磵禪師語錄【(嗣法)妙寅、(侍者)法嚴．德圓．覺靜．永仁．宗煥 等編】
X70n1393    1  平石如砥禪師語錄【(嗣法門人)文才．子昶．了因．彌安．元勗．師楷．文斌．汝均．處林．雲岑 等編】
X70n1394    2  斷橋妙倫禪師語錄【(侍者)文寶．善靖 編】
X70n1395    1  方山文寶禪師語錄【(嗣法)先覩．祖燈 等錄　(法孫)機雲編】
X70n1396    2  無見先覩禪師語錄【(嗣法門人)智度等編】
X70n1397    4  雪巖祖欽禪師語錄【(嗣法門人)昭如．希陵 等編】
X70n1398    1  海印昭如禪師語錄【(門人)行純．道彰．從心 集】
X70n1399    2  石屋清洪禪師語錄【(參學門人)至柔等編】
X70n1400    2  高峰原妙禪師語錄【(參學門人)編】
X70n1401    1  高峰原妙禪師禪要【(侍者)持正錄　(參學)洪喬祖編】
X70n1402    3  天目明本禪師雜錄【】
X70n1403    9  天如惟則禪師語錄【(小師)善遇編】
X71n1404    3  兀菴普寧禪師語錄【(侍者)淨韻．清澤．道昭．景用．禪了 編】
X71n1405    3  石溪心月禪師語錄【(侍者)住顯．宗煥．祖定．宗茙．光玉．仁安．應儼．永珍．祖森 編】
X71n1406    1  石溪心月禪師雜錄【】
X71n1407    1  虛舟普度禪師語錄【(嗣法)淨伏、(門人)行佑．德珍．瓊林 等編】
X71n1408    1  即休契了禪師拾遺集【日本 及藏主集錄】
X71n1409    3  月江正印禪師語錄【(門人)居簡．妙心．大
